pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
0,Karl Rezansoff,,0001-01-01 12:00:00 a.m.,0,0,0,0,0,0
35,Ontario,Ontario,2020-01-31 12:00:00 a.m.,3,0,0,3,3,0.02
59,British Columbia,Colombie-Britannique,2020-01-31 12:00:00 a.m.,1,0,0,1,1,0.02
1,Canada,Canada,2020-01-31 12:00:00 a.m.,4,0,0,4,4,0.01
35,Ontario,Ontario,2020-02-08 12:00:00 a.m.,3,0,0,3,0,0.02
59,British Columbia,Colombie-Britannique,2020-02-08 12:00:00 a.m.,4,0,0,4,3,0.08
1,Canada,Canada,2020-02-08 12:00:00 a.m.,7,0,0,7,3,0.02
35,Ontario,Ontario,2020-02-16 12:00:00 a.m.,3,0,0,3,0,0.02
59,British Columbia,Colombie-Britannique,2020-02-16 12:00:00 a.m.,5,0,0,5,1,0.1
1,Canada,Canada,2020-02-16 12:00:00 a.m.,8,0,0,8,1,0.02
35,Ontario,Ontario,2020-02-21 12:00:00 a.m.,3,0,0,3,0,0.02
59,British Columbia,Colombie-Britannique,2020-02-21 12:00:00 a.m.,6,0,0,6,1,0.12
1,Canada,Canada,2020-02-21 12:00:00 a.m.,9,0,0,9,1,0.02
35,Ontario,Ontario,2020-02-24 12:00:00 a.m.,4,0,0,4,1,0.03
59,British Columbia,Colombie-Britannique,2020-02-24 12:00:00 a.m.,6,0,0,6,0,0.12
1,Canada,Canada,2020-02-24 12:00:00 a.m.,10,0,0,10,1,0.03
35,Ontario,Ontario,2020-02-25 12:00:00 a.m.,4,0,0,4,0,0.03
59,British Columbia,Colombie-Britannique,2020-02-25 12:00:00 a.m.,7,0,0,7,1,0.14
1,Canada,Canada,2020-02-25 12:00:00 a.m.,11,0,0,11,1,0.03
35,Ontario,Ontario,2020-02-26 12:00:00 a.m.,5,0,0,5,1,0.03
59,British Columbia,Colombie-Britannique,2020-02-26 12:00:00 a.m.,7,0,0,7,0,0.14
1,Canada,Canada,2020-02-26 12:00:00 a.m.,12,0,0,12,1,0.03
35,Ontario,Ontario,2020-02-27 12:00:00 a.m.,6,0,0,6,1,0.04
59,British Columbia,Colombie-Britannique,2020-02-27 12:00:00 a.m.,7,0,0,7,0,0.14
1,Canada,Canada,2020-02-27 12:00:00 a.m.,13,0,0,13,1,0.03
35,Ontario,Ontario,2020-02-29 12:00:00 a.m.,8,0,0,8,2,0.05
59,British Columbia,Colombie-Britannique,2020-02-29 12:00:00 a.m.,7,0,0,7,0,0.14
1,Canada,Canada,2020-02-29 12:00:00 a.m.,15,0,0,15,2,0.04
35,Ontario,Ontario,2020-03-01 12:00:00 a.m.,15,0,0,15,7,0.1
59,British Columbia,Colombie-Britannique,2020-03-01 12:00:00 a.m.,8,0,0,8,1,0.16
24,Quebec,Québec,2020-03-01 12:00:00 a.m.,1,0,0,1,1,0.01
1,Canada,Canada,2020-03-01 12:00:00 a.m.,24,0,0,24,9,0.06
35,Ontario,Ontario,2020-03-03 12:00:00 a.m.,20,0,0,20,5,0.14
59,British Columbia,Colombie-Britannique,2020-03-03 12:00:00 a.m.,12,0,0,12,4,0.24
24,Quebec,Québec,2020-03-03 12:00:00 a.m.,1,0,0,1,0,0.01
1,Canada,Canada,2020-03-03 12:00:00 a.m.,33,0,0,33,9,0.09
35,Ontario,Ontario,2020-03-05 12:00:00 a.m.,22,0,0,22,2,0.15
59,British Columbia,Colombie-Britannique,2020-03-05 12:00:00 a.m.,21,0,0,21,9,0.41
24,Quebec,Québec,2020-03-05 12:00:00 a.m.,2,0,0,2,1,0.02
1,Canada,Canada,2020-03-05 12:00:00 a.m.,45,0,0,45,12,0.12
35,Ontario,Ontario,2020-03-06 12:00:00 a.m.,28,0,0,28,6,0.19
59,British Columbia,Colombie-Britannique,2020-03-06 12:00:00 a.m.,21,0,0,21,0,0.41
24,Quebec,Québec,2020-03-06 12:00:00 a.m.,2,0,0,2,0,0.02
1,Canada,Canada,2020-03-06 12:00:00 a.m.,51,0,0,51,6,0.14
35,Ontario,Ontario,2020-03-07 12:00:00 a.m.,28,0,0,28,0,0.19
59,British Columbia,Colombie-Britannique,2020-03-07 12:00:00 a.m.,27,0,0,27,6,0.53
24,Quebec,Québec,2020-03-07 12:00:00 a.m.,2,0,0,2,0,0.02
1,Canada,Canada,2020-03-07 12:00:00 a.m.,57,0,0,57,6,0.15
35,Ontario,Ontario,2020-03-08 12:00:00 a.m.,31,0,0,31,3,0.21
59,British Columbia,Colombie-Britannique,2020-03-08 12:00:00 a.m.,27,0,1,27,0,0.53
24,Quebec,Québec,2020-03-08 12:00:00 a.m.,3,0,0,3,1,0.04
48,Alberta,Alberta,2020-03-08 12:00:00 a.m.,1,0,0,1,1,0.02
1,Canada,Canada,2020-03-08 12:00:00 a.m.,62,0,1,62,5,0.16
35,Ontario,Ontario,2020-03-09 12:00:00 a.m.,34,0,0,34,3,0.23
59,British Columbia,Colombie-Britannique,2020-03-09 12:00:00 a.m.,32,0,1,32,5,0.63
24,Quebec,Québec,2020-03-09 12:00:00 a.m.,4,0,0,4,1,0.05
48,Alberta,Alberta,2020-03-09 12:00:00 a.m.,7,0,0,7,6,0.16
1,Canada,Canada,2020-03-09 12:00:00 a.m.,77,0,1,77,15,0.2
59,British Columbia,Colombie-Britannique,2020-03-11 12:00:00 a.m.,39,0,1,39,7,0.77
48,Alberta,Alberta,2020-03-11 12:00:00 a.m.,14,0,0,14,7,0.32
47,Saskatchewan,Saskatchewan,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
46,Manitoba,Manitoba,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
35,Ontario,Ontario,2020-03-11 12:00:00 a.m.,42,0,1,42,8,0.29
24,Quebec,Québec,2020-03-11 12:00:00 a.m.,7,0,0,7,3,0.08
13,New Brunswick,Nouveau-Brunswick,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
60,Yukon,Yukon,2020-03-11 12:00:00 a.m.,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-11 12:00:00 a.m.,1,0,0,1,1,0
1,Canada,Canada,2020-03-11 12:00:00 a.m.,103,0,2,103,26,0.27
59,British Columbia,Colombie-Britannique,2020-03-12 12:00:00 a.m.,46,0,1,46,7,0.91
48,Alberta,Alberta,2020-03-12 12:00:00 a.m.,19,0,0,19,5,0.43
47,Saskatchewan,Saskatchewan,2020-03-12 12:00:00 a.m.,0,1,0,1,1,0.09
46,Manitoba,Manitoba,2020-03-12 12:00:00 a.m.,0,1,0,1,1,0.07
35,Ontario,Ontario,2020-03-12 12:00:00 a.m.,59,0,1,59,17,0.41
24,Quebec,Québec,2020-03-12 12:00:00 a.m.,13,0,0,13,6,0.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-12 12:00:00 a.m.,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-03-12 12:00:00 a.m.,0,1,0,1,1,0.13
12,Nova Scotia,Nouvelle-Écosse,2020-03-12 12:00:00 a.m.,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-12 12:00:00 a.m.,0,0,0,0,0,0
60,Yukon,Yukon,2020-03-12 12:00:00 a.m.,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-12 12:00:00 a.m.,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-03-12 12:00:00 a.m.,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-12 12:00:00 a.m.,1,0,0,1,0,0
1,Canada,Canada,2020-03-12 12:00:00 a.m.,138,3,2,141,38,0.38
59,British Columbia,Colombie-Britannique,2020-03-13 12:00:00 a.m.,53,0,1,53,7,1.05
48,Alberta,Alberta,2020-03-13 12:00:00 a.m.,23,0,0,23,4,0.53
47,Saskatchewan,Saskatchewan,2020-03-13 12:00:00 a.m.,0,1,0,1,0,0.09
46,Manitoba,Manitoba,2020-03-13 12:00:00 a.m.,1,2,0,3,2,0.22
35,Ontario,Ontario,2020-03-13 12:00:00 a.m.,79,0,1,79,20,0.54
24,Quebec,Québec,2020-03-13 12:00:00 a.m.,17,0,0,17,4,0.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-13 12:00:00 a.m.,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-03-13 12:00:00 a.m.,1,0,0,1,0,0.13
12,Nova Scotia,Nouvelle-Écosse,2020-03-13 12:00:00 a.m.,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-13 12:00:00 a.m.,0,0,0,0,0,0
60,Yukon,Yukon,2020-03-13 12:00:00 a.m.,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-13 12:00:00 a.m.,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-03-13 12:00:00 a.m.,0,0,0,0,0,0
